0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
2.659574468085106405e-02  4.012142107067447062e-07  1.027143458247360957e-04  2.232226229638114082e-02
5.319148936170212810e-02  4.230275623113535273e-05  5.254287511027670547e-03  5.476272021699561954e-01
7.978723404255319562e-02  5.920933505869162934e-04  4.744230682113152742e-02  3.145425983632112565e+00
1.063829787234042562e-01  3.612464519409823438e-03  2.094025266417894326e-01  9.872318501205537444e+00
1.329787234042553168e-01  1.394189925175571415e-02  6.213399851074483671e-01  2.204210861879977301e+01
1.595744680851063912e-01  4.016770698211085538e-02  1.427462005426710645e+00  3.928840719271519788e+01
1.861702127659574380e-01  9.435066700320034194e-02  2.736046008887576875e+00  5.928897260935882940e+01
2.127659574468085124e-01  1.904059851013928661e-01  4.571287474745062696e+00  7.815483064179251471e+01
2.393617021276595869e-01  3.414039230240476508e-01  6.842296992162452796e+00  9.128869543535957121e+01
2.659574468085106336e-01  5.563809909860900627e-01  9.338169536828567985e+00  9.444026731419970133e+01
2.925531914893617080e-01  8.373922973517404778e-01  1.175073746255112006e+01  8.469197237166086722e+01
3.191489361702127825e-01  1.177489894943673399e+00  1.372021038004159088e+01  6.116590848102364220e+01
3.457446808510638570e-01  1.560119715414194808e+00  1.489441121177418559e+01  2.532579887638825511e+01
3.723404255319148759e-01  1.960148523555961031e+00  1.499015277675338709e+01  -1.916295640282456603e+01
3.989361702127659504e-01  2.346424564942679147e+00  1.384542768656678469e+01  -6.697085606721864792e+01
4.255319148936170248e-01  2.685498078026220981e+00  1.145315198832293824e+01  -1.119318361779433815e+02
4.521276595744680993e-01  2.945925105059170601e+00  7.970653785110406453e+00  -1.480131036358739891e+02
4.787234042553191737e-01  3.102478242243816631e+00  3.703275616138647308e+00  -1.702650243485353201e+02
5.053191489361702482e-01  3.139601482195557125e+00  -9.353062932811274655e-01  -1.755987545010112569e+02
5.319148936170212671e-01  3.053566297315678746e+00  -5.479763519001043193e+00  -1.632703843158359973e+02
5.585106382978723971e-01  2.852990914745121565e+00  -9.477887890269746762e+00  -1.349973937562349704e+02
5.851063829787234161e-01  2.557641460825788027e+00  -1.255330969677105024e+01  -9.468970282812651362e+01
6.117021276595744350e-01  2.195702780590369940e+00  -1.445632925417401893e+01  -4.783630879509904332e+01
6.382978723404255650e-01  1.799947175987422598e+00  -1.509485112097688031e+01  -6.420434413446669542e-01
6.648936170212765839e-01  1.403403598478776049e+00  -1.454050875010543464e+01  4.094964634444434637e+01
6.914893617021277139e-01  1.035209072884824000e+00  -1.300903581883062010e+01  7.218883825644175545e+01
7.180851063829787329e-01  7.172922115087778661e-01  -1.081823020661568613e+01  9.024673071435321958e+01
7.446808510638297518e-01  4.623954584844578442e-01  -8.330824843694980331e+00  9.460401901694115168e+01
7.712765957446808818e-01  2.737057072040692818e-01  -5.892552444172675763e+00  8.701516452299003390e+01
7.978723404255319007e-01  1.460671778042194058e-01  -3.777040959810439524e+00  7.103506492039282705e+01
8.244680851063830307e-01  6.844600660923026714e-02  -2.148415103250272296e+00  5.118047187537374754e+01
8.510638297872340496e-01  2.706292578235507118e-02  -1.049364947210817967e+00  3.188729341428128805e+01
8.776595744680850686e-01  8.470540244137047745e-03  -4.171032401850797156e-01  1.650028188628257553e+01
9.042553191489361986e-01  1.877062069837802947e-03  -1.227034248215017886e-01  6.571711784655736466e+00
9.308510638297872175e-01  2.356668275143925027e-04  -2.208451968854872535e-02  1.722648383684957096e+00
9.574468085106383475e-01  9.593257308907036601e-06  -1.507953457212310791e-03  1.998751394069026854e-01
9.840425531914893664e-01  1.211935565273583791e-08  -5.230146146122643185e-06  1.923840057887802419e-03
1.010638297872340496e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.037234042553191404e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.063829787234042534e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.090425531914893664e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.117021276595744794e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.143617021276595702e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.170212765957446832e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.196808510638297962e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.223404255319148870e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.250000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.276595744680851130e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.303191489361702038e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
1.329787234042553168e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00
